Reino,Filo,Classe,Ordem,Familia,Genero,Especie,Grupo,Mes_Ano_Avaliacao,Categoria,Endemica_Brasil,Consta_em_Lista_Nacional_Oficial,Estado,Regiao,Bioma,UC_Federal,UC_Estadual,RPPN,Tendencia_Populacional,Ameaca
Animalia,Chordata,Actinopterygii,Gymnotiformes,Gymnotidae,Gymnotus,Gymnotus interruptus,Peixes Continentais,05/2018,Dados Insuficientes,Sim,Não,Bahia,|Nordeste|,Mata Atlântica,,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DO OURO,,Desconhecida,11 - Mudanças e extremos climáticos|11.1 - Mudança/alteração de habitat 2 - Agropecuária e Aquacultura
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Roeboides,Roeboides affinis,Peixes Continentais,03/2021,Menos Preocupante,Não,Não,"Acre, Amapá, Amazonas, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Pará, Rio Grande do Sul, Rondônia, Roraima, Tocantins",|Centro-Oeste|Nordeste|Norte|Sul|,"Amazônia, Cerrado, Mata Atlântica, Pampa, Pantanal","APA Meandros do Rio Araguaia, ESEC de Maracá, FLONA Tapirape-Aquiri, FLONA Tefé, PARNA Campos Amazônicos, REBIO Abufari, REBIO do Jaru, REBIO Tapirapé, RESEX Alto Juruá, RESEX Auati-Paraná, RESEX Baixo Rio Branco Jauaperi, RESEX Cazumbá-Iracema, RESEX Tapajós-Arapiuns","ÁREA DE PROTEÇÃO AMBIENTAL - BAIXO RIO BRANCO, ÁREA DE PROTEçãO AMBIENTAL FOZ DO RIO SANTA TEREZA, ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO, ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE PEIXE/ANGICAL, ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SÃO SALVADOR DO TOCANTINS, PARANÃ E PALMEIRÓPOLIS, ÁREA DE PROTEÇÃO AMBIENTAL LAGO DO AMAPÁ, ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES, ÁREA DE PROTEÇÃO AMBIENTAL RIO CÊNICO ROTAS MONÇOEIRAS, ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JAPIIM PENTECOSTE, FLORESTA ESTADUAL DO ARAGUAIA, PARQUE ESTADUAL DO CANTãO, PARQUE ESTADUAL SERRA AZUL, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PIAGAÇU PURUS, RESERVA EXTRATIVISTA CANUTAMA, RESERVA EXTRATIVISTA DO GUARIBA","RPPN Jubran, RPPN Laço de Amor, RPPN Parque Natural Leonildo Ferreira 1",Desconhecida,
Animalia,Arthropoda,Entognatha,Entomobryomorpha,Isotomidae,Najtia,Najtia vicaria,Invertebrados Terrestres,05/2024,Menos Preocupante,Sim,Não,Rio de Janeiro,|Sudeste|,Mata Atlântica,PARNA da Tijuca,ÁREA DE PROTEÇÃO AMBIENTAL DE GERICINÓ/MENDANHA,,Desconhecida,
Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Epactionotus,Epactionotus advenus,Peixes Continentais,11/2020,Dados Insuficientes,Sim,Não,Santa Catarina,|Sul|,Mata Atlântica,,,,Desconhecida,2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 3 - Produção energética e mineração|3.2 - Mineração|3.2.1 - Extração de areia
Animalia,Arthropoda,Insecta,Ephemeroptera,Melanemerellidae,Melanemerella,Melanemerella brasiliana,Invertebrados de Água Doce,11/2019,Menos Preocupante,Sim,Não,"Bahia, Espírito Santo, Minas Gerais, Rio de Janeiro, São Paulo",|Nordeste|Sudeste|,Mata Atlântica,"APA Serra da Mantiqueira, PARNA da Serra da Bocaina, PARNA de Itatiaia","APA CAMPOS DO JORDÃO, PARQUE ESTADUAL DE CAMPOS DO JORDÃO",,Desconhecida,
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,Tangara cyanocephala,Aves,10/2024,Vulnerável,Sim,Sim,"Alagoas, Ceará, Pernambuco",|Nordeste|,"Caatinga, Mata Atlântica","ESEC de Murici, REBIO de Pedra Talhada, REBIO de Saltinho","ÁREA DE PROTEÇÃO AMBIENTAL ALDEIA-BEBERIBE, ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DA ARATANHA, ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ, ÁREA DE PROTEÇÃO AMBIENTAL DE MURICÍ, PARQUE ESTADUAL DE DOIS IRMÃOS, REFúGIO DE VIDA SILVESTRE MATAS DO SISTEMA GURJAú","GÁLIA, RPPN Frei Caneca",Declinando,2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 5 - Uso de recursos biológicos|5.1 - Caça e captura de animais terrestres ou marinhos|5.1.1 - Caça/captura intencional (a espécie é o alvo)|5.1.1.2 - Comercial - Nacional/Local 5 - Uso de recursos biológicos|5.3 - Extração florestal|5.3.5 - Motivação desconhecida 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios
Animalia,Chordata,Amphibia,Anura,Bufonidae,Melanophryniscus,Melanophryniscus spectabilis,Anfíbios,09/2018,Quase Ameaçada,Sim,Não,"Paraná, Santa Catarina",|Sul|,Mata Atlântica,,,,Desconhecida,11 - Mudanças e extremos climáticos|11.1 - Mudança/alteração de habitat 1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.2 - Silvicultura|2.2.3 - Plantações em escala desconhecida 3 - Produção energética e mineração|3.3 - Energia renovável|3.3.1 - Hidrelétricas
Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Tmesiphantes,Tmesiphantes caymmii,Invertebrados Terrestres,09/2021,Menos Preocupante,Sim,Não,Bahia,|Nordeste|,"Caatinga, Mata Atlântica",,,,Desconhecida,2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida
Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Pterinopelma,Pterinopelma sazimai,Invertebrados Terrestres,09/2021,Vulnerável,Sim,Sim,"Bahia, Minas Gerais",|Nordeste|Sudeste|,"Caatinga, Cerrado, Mata Atlântica","APA do Morro da Pedreira, PARNA da Chapada Diamantina, PARNA da Serra do Cipó",,,Desconhecida,3 - Produção energética e mineração|3.2 - Mineração|3.2.1 - Extração de areia 5 - Uso de recursos biológicos|5.1 - Caça e captura de animais terrestres ou marinhos|5.1.1 - Caça/captura intencional (a espécie é o alvo)|5.1.1.2 - Comercial - Nacional/Local 5 - Uso de recursos biológicos|5.3 - Extração florestal|5.3.5 - Motivação desconhecida 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios
Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Lycengraulis,Lycengraulis grossidens,Peixes Continentais,06/2019,Menos Preocupante,Não,Não,"Alagoas, Amapá, Bahia, Ceará, Espírito Santo, Maranhão, Mato Grosso do Sul, Pará, Paraíba, Paraná, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Norte, Rio Grande do Sul, Santa Catarina, São Paulo, Sergipe, Tocantins",|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|,"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal","APA Bacia do Rio São João/Mico-Leão-Dourado, APA Cananéia-Iguape-Peruíbe, APA Guaraqueçaba, APA Serra da Ibiapaba, PARNA da Lagoa do Peixe, PARNA Restinga de Jurubatiba, RESEX Cassurubá, RESEX do Corumbau, RESEX Mãe Grande de Curuçá, RESEX Marinha de Caeté-Taperaçu","APA MARINHA DO LITORAL CENTRO, APA MARINHA DO LITORAL NORTE, ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS, ÁREA DE PROTEÇÃO AMBIENTAL DE SÃO GERALDO DO ARAGUAIA, ÁREA DE PROTEÇÃO AMBIENTAL DE SIRINHAÉM, ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS, ÁREA DE PROTEÇÃO AMBIENTAL DO CATOLÉ E FERNÃO VELHO, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS, ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS, PARQUE ESTADUAL DO DESENGANO","RPN Salto Apepique, RPPN Fazenda Barra do Sana, RPPN Lagoa do Peixe, RPPN Morro das Aranhas, RPPN Reserva Particular Professor Delmar Harry dos Reis, RPPN Reserva Rizzieri, RPPN São Joquim da Cabonha APA I e APA II",Desconhecida,7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas
Animalia,Chordata,Amphibia,Anura,Phyllomedusidae,Phrynomedusa,Phrynomedusa bokermanni,Anfíbios,09/2017,Dados Insuficientes,Sim,Não,São Paulo,|Sudeste|,Mata Atlântica,,,,Desconhecida,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas
Animalia,Chordata,Amphibia,Anura,Hylidae,Boana,Boana claresignata,Anfíbios,11/2018,Dados Insuficientes,Sim,Não,"Rio de Janeiro, São Paulo",|Sudeste|,Mata Atlântica,"APA Petrópolis, PARNA da Serra da Bocaina, PARNA da Serra dos Órgãos",ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,RPPN Fazenda Suspiro,Desconhecida,2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.3 - Agricultura agro-industrial 5 - Uso de recursos biológicos|5.2 - Coleta de plantas terrestres|5.2.2 - Efeitos indiretos (a espécie não é o alvo) 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios
Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,Tringa totanus,Aves,10/2017,Não Aplicável,Não,Não,"Pernambuco, São Paulo",|Nordeste|Sudeste|,Mata Atlântica,APA Fernando de Noronha,APA ILHA COMPRIDA,,Estável,
Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Psalidodon,Psalidodon bockmanni,Peixes Continentais,04/2018,Menos Preocupante,Sim,Não,"Goiás, Mato Grosso do Sul, Minas Gerais, Paraná, São Paulo",|Centro-Oeste|Sudeste|Sul|,"Cerrado, Mata Atlântica",,"APA CORUMBATAí, BOTUCATU E TEJUPá PERIMETRO CORUMBATAí, APA CORUMBATAÍ BOTUCATU TEJUPA PERIMETRO BOTUCATU, APA PIRACICABA JUQUERI MIRIM ÁREA I, APA PIRACICABA JUQUERí-MIRIM AREA II, APA RIO BATALHA, APA SERRA DO MAR, ÁREA DE PROTEÇÃO AMBIENTAL JOÃO LEITE, PARQUE ESTADUAL NASCENTES DO PARANAPANEMA",,Desconhecida,
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta tricolor,Aves,11/2020,Menos Preocupante,Não,Não,"Amapá, Ceará, Maranhão, Pará, Pernambuco, Piauí",|Nordeste|Norte|,"Amazônia, Caatinga, Cerrado, Mata Atlântica","APA Delta do Parnaíba, APA Fernando de Noronha, PARNA do Cabo Orange, RESEX Marinha Mestre Lucindo, RESEX São João da Ponta","ÁREA DE PROTEçãO AMBIENTAL DA FOZ DO RIO DAS PREGUIçAS - PEQUENOS LENçóIS - REGIãO LAGUNAR ADJACENTE, ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES, ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS, ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ","RPPN Fazenda Boa Esperança, RPPN Fazenda Não me Deixes, RPPN Ilha do Caju, RPPN Sítio Jaquarema",Desconhecida,
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Ithomia,Ithomia drymo,Invertebrados Terrestres,04/2018,Menos Preocupante,Não,Não,"Alagoas, Bahia, Espírito Santo, Minas Gerais, Paraíba, Paraná, Pernambuco, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo",|Nordeste|Sudeste|Sul|,"Caatinga, Mata Atlântica","APA Guaraqueçaba, FLONA São Francisco de Paula, PARNA da Serra da Bocaina, PARNA de Itatiaia, REBIO de Pedra Talhada, REBIO de Saltinho","APA DO BAIRRO DA FREGUESIA, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU, ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA, PARQUE ESTADUAL DA ILHA GRANDE, PARQUE ESTADUAL DA SERRA DO MAR","RESERVA ECOLóGICA DE GUAPIAçU, RPPN Frei Caneca",Desconhecida,
Animalia,Chordata,Actinopterygii,Siluriformes,Pseudopimelodidae,Microglanis,Microglanis nigripinnis,Peixes Continentais,02/2025,Dados Insuficientes,Sim,Não,Rio de Janeiro,|Sudeste|,Mata Atlântica,,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU,,Desconhecida,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 1 - Desenvolvimento residencial e comercial|1.2 - Áreas comerciais e industriais 7 - Modificações nos sistemas naturais|7.2 - Represas e uso de água|7.2.11 - Represas (tamanho desconhecido)
Animalia,Arthropoda,Diplopoda,Polydesmida,Cryptodesmidae,Peridontodesmella,Peridontodesmella alba,Invertebrados Terrestres,05/2024,Menos Preocupante,Sim,Sim,"Paraná, São Paulo",|Sudeste|Sul|,Mata Atlântica,,PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,,Declinando,11 - Mudanças e extremos climáticos|11.1 - Mudança/alteração de habitat 12 - Outras ameaças 5 - Uso de recursos biológicos|5.3 - Extração florestal|5.3.5 - Motivação desconhecida 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas 7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas
Animalia,Chordata,Actinopterygii,Characiformes,Crenuchidae,Characidium,Characidium japuhybense,Peixes Continentais,10/2024,Menos Preocupante,Sim,Não,"Paraná, Rio de Janeiro, São Paulo",|Sudeste|Sul|,Mata Atlântica,"APA Cairuçu, APA Cananéia-Iguape-Peruíbe, PARNA da Serra da Bocaina","APA MARINHA DO LITORAL CENTRO, ÁREA DE PROTEÇÃO AMBIENTAL DE MANGARATIBA, ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS, PARQUE ESTADUAL CUNHAMBEBE, PARQUE ESTADUAL DA ILHA GRANDE, PARQUE ESTADUAL DA SERRA DO MAR, RDS DO DESPRAIADO",,Desconhecida,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana
Animalia,Chordata,Actinopterygii,Characiformes,Crenuchidae,Characidium,Characidium litorale,Peixes Continentais,10/2024,Menos Preocupante,Sim,Não,Rio de Janeiro,|Sudeste|,Mata Atlântica,"APA Bacia do Rio São João/Mico-Leão-Dourado, REBIO de Poço das Antas",,,Desconhecida,7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas 9 - Poluição|9.3 - Agropecuária e florestal|9.3.2 - Erosão do solo/sedimentação
Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Cambeva,Cambeva iheringi,Peixes Continentais,10/2024,Menos Preocupante,Sim,Não,São Paulo,|Sudeste|,Mata Atlântica,,"APA PIRACICABA JUQUERí-MIRIM AREA II, PARQUE ESTADUAL DA SERRA DO MAR",,Desconhecida,
Animalia,Arthropoda,Entognatha,Symphypleona,Arrhopalitidae,Arrhopalites,Aethiopella littoralis,Invertebrados Terrestres,05/2024,Quase Ameaçada,Sim,Sim,Rio de Janeiro,|Sudeste|,Mata Atlântica,PARNA Restinga de Jurubatiba,"ÁREA DE PROTEÇÃO AMBIENTAL DE MARICÁ, ÁREA DE PROTEçãO AMBIENTAL DE MASSAMBABA, PARQUE ESTADUAL DA COSTA DO SOL",,Desconhecida,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios 9 - Poluição|9.1 - Doméstica e urbana - escoamento de água|9.1.3 - Tipo desconhecido
Animalia,Arthropoda,Entognatha,Symphypleona,Arrhopalitidae,Arrhopalites,Isotogastrura mucrospatulata,Invertebrados Terrestres,05/2024,Vulnerável,Sim,Não,Pernambuco,|Nordeste|,Mata Atlântica,PARNA Marinho de Fernando de Noronha,,,Desconhecida,1 - Desenvolvimento residencial e comercial|1.3 - Áreas de turismo e recreação 9 - Poluição|9.1 - Doméstica e urbana - escoamento de água|9.1.1 - Esgoto 9 - Poluição|9.1 - Doméstica e urbana - escoamento de água|9.1.2 - Escoamento urbano
Animalia,Arthropoda,Entognatha,Symphypleona,Arrhopalitidae,Arrhopalites,Agraphorura mariapetrae,Invertebrados Terrestres,05/2024,Menos Preocupante,Não,Sim,"Minas Gerais, Rio de Janeiro",|Sudeste|,Mata Atlântica,PARNA Restinga de Jurubatiba,,,Desconhecida,
Animalia,Arthropoda,Entognatha,Entomobryomorpha,Entomobryidae,Seira,Seira pseudoannulata,Invertebrados Terrestres,05/2024,Menos Preocupante,Sim,Sim,"Bahia, Paraíba, Rio Grande do Norte",|Nordeste|,Mata Atlântica,FLONA Nísia Floresta,ÁREA DE PROTEÇÃO AMBIENTAL BONFIM/GUARAÍRA,,Desconhecida,
Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus ebenus,Mamíferos,01/2021,Menos Preocupante,Sim,Não,São Paulo,|Sudeste|,Mata Atlântica,APA Cananéia-Iguape-Peruíbe,"PARQUE ESTADUAL CARLOS BOTELHO, PARQUE ESTADUAL DA ILHA DO CARDOSO",,Desconhecida,
Animalia,Chordata,Aves,Passeriformes,Fringillidae,Arremon,Arremon polionotus,Aves,10/2021,Menos Preocupante,Não,Não,"Mato Grosso, Mato Grosso do Sul, Paraná, São Paulo",|Centro-Oeste|Sudeste|Sul|,"Amazônia, Cerrado, Mata Atlântica, Pantanal","APA Ilhas e Várzeas do Rio Paraná, ESEC Mico-Leão-Preto, PARNA da Chapada dos Guimarães, PARNA da Serra da Bodoquena, PARNA de Ilha Grande, PARNA Iguaçu, REBIO Perobas","ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES, ÁREA DE PROTEÇÃO AMBIENTAL ESTRADA PARQUE DE PIRAPUTANGA, ESTAÇÃO ECOLÓGICA DOS CAETETUS, FLORESTA ESTADUAL DE ASSIS, PARQUE ESTADUAL DO MORRO DO DIABO","RPPN Arara Azul, RPPN Fazenda Estância Dorochê, RPPN Fazendinha, RPPN Jubran",Desconhecida,
Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Necromys,Necromys lasiurus,Mamíferos,10/2020,Menos Preocupante,Não,Não,"Alagoas, Bahia, Ceará, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraíba, Paraná, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Norte, Rio Grande do Sul, Rondônia, Santa Catarina, São Paulo, Sergipe, Tocantins",|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|,"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal","APA Bacia do Rio São João/Mico-Leão-Dourado, APA Planalto Central, APA Serra da Ibiapaba, ESEC de Murici, ESEC Serra Geral do Tocantins, FLONA Carajás, FLONA Ibura, PARNA da Chapada Diamantina, PARNA da Chapada dos Guimarães, PARNA das Emas, PARNA de Sete Cidades, PARNA dos Campos Ferruginosos, REBIO de Poço das Antas, REBIO de Sooretama, REBIO do Córrego do Veado, REBIO do Córrego Grande, REBIO Guaribas, REVIS Una","ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES, ÁREA DE PROTEÇÃO AMBIENTAL DAS CABECEIRAS DO RIO CUIABÁ, ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ, ÁREA DE PROTEÇÃO AMBIENTAL DE MURICÍ, ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA, ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, ESTAÇÃO ECOLÓGICA DE ÁGUAS EMENDADAS, PARQUE ESTADUAL CARLOS BOTELHO, PARQUE ESTADUAL DO TAINHAS, PARQUE ESTADUAL SERRA DO BRIGADEIRO","RPPN Arara Azul, STANISLAS PRYL/MICO-LEãO-DA-CARA-DOURADA",Desconhecida,7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios
Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Cambeva,Cambeva tupinamba,Peixes Continentais,10/2024,Menos Preocupante,Sim,Não,São Paulo,|Sudeste|,Mata Atlântica,,"APA CAJATI, APA QUILOMBOS DO MéDIO RIBEIRA, APA SERRA DO MAR, PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA",,Desconhecida,1 - Desenvolvimento residencial e comercial|1.4 - Assentamentos e pequenas propriedades rurais 9 - Poluição|9.1 - Doméstica e urbana - escoamento de água|9.1.1 - Esgoto
Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Charonias,Charonias theano,Invertebrados Terrestres,09/2024,Menos Preocupante,Sim,Sim,"Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Santa Catarina, São Paulo",|Sudeste|Sul|,"Cerrado, Mata Atlântica","APA Bacia do Rio Paraíba do Sul, APA Serra da Mantiqueira","APA JUNDIAí, APA PIRACICABA JUQUERí-MIRIM AREA II, APA RIO BATALHA, APA SAPUCAí MIRIM, APA SISTEMA CANTAREIRA, ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA HIDROGRÁFICA DO RIO MACHADO, PARQUE ESTADUAL DA CANTAREIRA, PARQUE ESTADUAL DE ITAPETINGA, PARQUE ESTADUAL DO JUQUERY, PARQUE ESTADUAL NOVA BADEN, PARQUE ESTADUAL SERRA DO PAPAGAIO",,Desconhecida,1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida
Animalia,Arthropoda,Insecta,Ephemeroptera,Baetidae,Adebrotus,Adebrotus lugoi,Invertebrados de Água Doce,11/2019,Vulnerável,Sim,Sim,"Espírito Santo, Pernambuco",|Nordeste|Sudeste|,Mata Atlântica,REBIO de Sooretama,,,Desconhecida,2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 9 - Poluição|9.1 - Doméstica e urbana - escoamento de água|9.1.1 - Esgoto 9 - Poluição|9.3 - Agropecuária e florestal|9.3.3 - Herbicidas e pesticidas
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Aellopos,Aellopos fadus,Invertebrados Terrestres,12/2024,Menos Preocupante,Não,Não,"Distrito Federal, Goiás, Maranhão, Mato Grosso, Minas Gerais, Pará, Paraíba, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Sul, Rondônia, Roraima, São Paulo",|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|,"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa","APA Petrópolis, APA Planalto Central, APA Serra da Ibiapaba, ESEC de Maracá, PARNA da Serra dos Órgãos, PARNA de Itatiaia, PARNA de Sete Cidades, REBIO do Gurupi, REBIO Guaribas","ESTAÇÃO ECOLÓGICA DE ÁGUAS EMENDADAS, PARQUE ESTADUAL DA SERRA DO MAR, PARQUE ESTADUAL DOS PIRINEUS","RPPN Fazenda Limeira, RPPN - Reserva Ecológica do Panga",Desconhecida,
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Callionima,Callionima inuus,Invertebrados Terrestres,12/2024,Menos Preocupante,Não,Não,"Amazonas, Bahia, Espírito Santo, Goiás, Maranhão, Mato Grosso, Pará, Paraná, Pernambuco, Rio de Janeiro, Rio Grande do Sul, Rondônia, Roraima, Santa Catarina, São Paulo",|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|,"Amazônia, Cerrado, Mata Atlântica, Pampa","APA Petrópolis, ESEC de Maracá, PARNA da Chapada dos Veadeiros, PARNA da Serra dos Órgãos, PARNA Jaú, REBIO do Gurupi","PARQUE ESTADUAL DA SERRA DO MAR, PARQUE ESTADUAL INTERVALES","RPPN Fazenda Limeira, RPPN Fazenda Suspiro, RPPN Frei Caneca, RPPN Parque Ecológico ARTEX, RPPN Sítio do Bananal",Desconhecida,
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Aleuron,Aleuron carinata,Invertebrados Terrestres,12/2024,Menos Preocupante,Não,Não,"Amazonas, Ceará, Maranhão, Mato Grosso, Pará, Paraná, Rio de Janeiro, Rondônia, Roraima, Santa Catarina, São Paulo",|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|,"Amazônia, Caatinga, Cerrado, Mata Atlântica","APA Chapada do Araripe, ESEC de Maracá, PARNA Jaú, REBIO do Gurupi","PARQUE ESTADUAL DO MORRO DO DIABO, PARQUE ESTADUAL INTERVALES",,Desconhecida,
